C_actual,C_actual_sd,C_linear,C_linear_prob,C_linear_prob_sd,C_linear_sd,C_pred,C_pred_sd,C_prob,C_prob_sd,G_repr,G_repr_sd,G_use,G_use_sd,checkpoint,contamination_repair,contamination_repair_sd,d_z,full_retrain_gain,full_retrain_gain_sd,head_repair_gain,head_repair_gain_sd,k,n,optimizer,rho,sigma_c
0.0023602271682619707,0.0038325326947373202,0.10570536452593278,0.006215533734771269,0.002034305956411318,0.03642734625589317,0.9473081353404831,0.6194163746674676,0.03838274376307521,0.016629659287325717,0.6153642682170468,0.04994137172389419,0.03055103779203614,0.04146956244287215,0,-0.11853716844828424,0.049833691375904154,narrow,0.5482775563567618,0.11204942917003788,0.030308717167356482,0.044061067577282766,linear,5,adam,high,clean
0.0023602271682619707,0.0038325326947373202,0.10570536452593278,0.006215533734771269,0.002034305956411318,0.03642734625589317,0.9473081353404831,0.6194163746674676,0.03838274376307521,0.016629659287325717,0.6153642682170468,0.04994137172389419,0.03055103779203614,0.04146956244287215,0,-0.05652625758956128,0.06877242139307929,narrow,0.21115485548963261,0.20064625338835948,0.030308717167356482,0.044061067577282766,linear,5,sgd,high,clean
0.009245852058806427,0.004106528076882832,0.3314142966161649,0.01683914655179105,0.00591272183535221,0.1424742930138774,3.854089821174661,0.9646939307600403,0.06788375479722161,0.006568974728886282,0.46925023978230546,0.045940258755454655,0.06140785940342806,0.03928261217317604,0,-0.553472609222313,0.3516792140002359,wide,0.653796789459981,0.01711508933178821,0.06008557876111189,0.03171657209793909,linear,5,adam,high,clean
0.009245852058806427,0.004106528076882832,0.3314142966161649,0.01683914655179105,0.00591272183535221,0.1424742930138774,3.854089821174661,0.9646939307600403,0.06788375479722161,0.006568974728886282,0.46925023978230546,0.045940258755454655,0.06140785940342806,0.03928261217317604,0,-0.08329162515588882,0.046717725461396374,wide,0.2997536926716121,0.117049711359813,0.06008557876111189,0.03171657209793909,linear,5,sgd,high,clean
0.0023144084110559592,0.003718691508050527,0.07266344763251971,0.004343339748409231,0.0016413603188634165,0.028098750669914133,0.2687284063318619,0.12103692419311636,0.01538092939327465,0.006854948633982554,0.16343242263304972,0.040911699259884984,0.016613980579617205,0.038946352710783706,0,-0.012277437788119835,0.004147703667554891,narrow,0.1551390785411038,0.027456026411273173,0.023016685794861803,0.03326107007546904,linear,5,adam,high,noisy
0.0023144084110559592,0.003718691508050527,0.07266344763251971,0.004343339748409231,0.0016413603188634165,0.028098750669914133,0.2687284063318619,0.12103692419311636,0.01538092939327465,0.006854948633982554,0.16343242263304972,0.040911699259884984,0.016613980579617205,0.038946352710783706,0,-0.016690341984647028,0.028660818024195223,narrow,0.05486390912808674,0.05279512925246524,0.023016685794861803,0.03326107007546904,linear,5,sgd,high,noisy
0.009488757764489233,0.004350006544402773,0.1929021652832699,0.010582082090990482,0.0034415253217611273,0.06852327864393164,0.6178762520437306,0.13299278730630693,0.026640550829471938,0.004327326271685208,0.13420721789422854,0.041448474522641915,0.005617725212002811,0.03213465945928776,0,-0.004944436618147469,0.0066445379631066915,wide,0.16467802591150954,0.018924813634017004,0.01387393568712505,0.03500683650376048,linear,5,adam,high,noisy
0.009488757764489233,0.004350006544402773,0.1929021652832699,0.010582082090990482,0.0034415253217611273,0.06852327864393164,0.6178762520437306,0.13299278730630693,0.026640550829471938,0.004327326271685208,0.13420721789422854,0.041448474522641915,0.005617725212002811,0.03213465945928776,0,-0.012131727145467324,0.010009698338376529,wide,0.06838808613763137,0.03869642799342145,0.01387393568712505,0.03500683650376048,linear,5,sgd,high,noisy
0.002438900772217448,0.0040251851384705845,0.037823090026171936,0.0021234549225701725,0.002197609333546051,0.04100178869467165,0.25184618454315155,0.2222778546173601,0.010568356202762062,0.005906310066988171,0.6258225378543533,0.01568214578447297,0.02497287788214988,0.018816070489102856,0,-0.020100686811509002,0.012009383256684436,narrow,0.33117842467078407,0.10891090901987102,0.026987319382490438,0.020623284422996865,nonlinear,5,adam,high,clean
0.002438900772217448,0.0040251851384705845,0.037823090026171936,0.0021234549225701725,0.002197609333546051,0.04100178869467165,0.25184618454315155,0.2222778546173601,0.010568356202762062,0.005906310066988171,0.6258225378543533,0.01568214578447297,0.02497287788214988,0.018816070489102856,0,-0.005532116268266946,0.010983537478337298,narrow,0.030459823315700917,0.025708380261541527,0.026987319382490438,0.020623284422996865,nonlinear,5,sgd,high,clean
